токен,класс,k,до ближайшего,сосед свой
Ġmuch,служ,1,0.7313199102879193,False
Ġbroke,смысл-редк,1,0.8011567739302401,False
Ġa,служ,6,0.41309175552339206,True
Ġsay,смысл-част,1,0.7246150890667878,False
Ġbusiness,смысл-част,1,0.6668461270958026,False
Ġno,служ,3,0.6032066729809289,True
Ġbut,служ,2,0.5427548424283373,True
Ġstore,смысл-част,3,0.43935779523627955,True
Ġwe,служ,3,0.43870695233309637,True
Ġpop,смысл-редк,1,0.6378609140653843,False
Ġbirthday,смысл-редк,2,0.45241725033819,True
Ġstar,смысл-част,1,0.8323316602730224,False
Ġlittle,смысл-част,2,0.5583272341540424,True
-,пункт,4,0.5182981576754703,True
Ġdoor,смысл-редк,1,0.7488227718726559,False
.,пункт,11,0.28657593239407236,True
Ġto,служ,2,0.6020886450658358,True
Ġto,служ,2,0.6020886450658358,True
Ġthat,служ,1,0.791016052594759,False
more,подслово,1,0.7725816693113682,False
Ġthe,служ,7,0.4487913074802878,True
Ġis,служ,1,0.7773094287155904,False
ĠThis,служ,2,0.3203037157152357,True
Ġnext,смысл-част,3,0.572499569377697,True
ĠI,служ,1,0.8087970292523621,False
",",пункт,9,0.38828352297388713,True
Ġthe,служ,7,0.41421198084644817,True
Ġselection,смысл-редк,1,0.7041408206382267,False
Ġgift,смысл-редк,1,0.6103189737582418,False
Ġassistance,смысл-редк,2,0.37031387372231894,True
Ġdictated,смысл-редк,1,0.7705359547274351,False
.,пункт,11,0.2907123151158715,True
",",пункт,9,0.4053476669788659,True
ep,подслово,1,0.9262817881822702,False
",",пункт,9,0.3746341321730415,True
Ġno,служ,3,0.6032066729809289,True
Ġthan,служ,1,0.83850921168406,False
Ġbut,служ,2,0.5427548424283373,True
Ġoffered,смысл-редк,1,0.5155595870829892,False
Ġno,служ,3,0.6766812456115197,True
Ġtheir,служ,1,0.6024983313298456,False
Ġlist,смысл-част,1,0.7758872438835087,False
Ġgal,смысл-редк,2,0.49929806785101644,True
Ġour,служ,3,0.3202651428118629,True
Ġcould,служ,2,0.489245512219699,True
Ġyear,смысл-част,2,0.5035279567062498,True
",",пункт,9,0.4355310393306967,True
Ġwhat,служ,1,0.7698966423335876,False
.,сток,11,0.030443107487826592,False
ĠThis,служ,2,0.3203037157152357,True
Ġtill,смысл-редк,1,0.8312849693647021,False
Ġcamel,смысл-редк,1,0.8028064143337136,False
Ġagain,служ,1,0.7298686987361301,False
.,пункт,11,0.28657593239407236,True
Ġsign,смысл-редк,1,0.688281235325207,False
Ġcustomers,смысл-редк,1,0.41233754153164254,False
Ġgoodbye,смысл-редк,1,0.7289420803760601,False
",",пункт,9,0.3441636731774176,True
Ġlooking,смысл-част,1,0.6526394960797062,False
Ġdisappointed,смысл-редк,1,0.7100935046858831,False
Ġwe,служ,3,0.3157428061374032,True
Ġwalking,смысл-редк,1,0.6892125628384097,False
Ġtry,смысл-част,1,0.7643572210475255,False
Ġsome,служ,1,0.7314401040972183,False
Ġhave,служ,2,0.7571436392979273,False
Ġ-,пункт,3,0.25226325861426313,True
Ġoffers,смысл-редк,1,0.5155595870829892,False
Ġeven,служ,1,0.7140542081813099,False
Ġand,служ,5,0.7047077201064753,True
Ġopen,смысл-част,1,0.688281235325207,False
Ġother,служ,1,0.7804490383954628,False
ked,подслово,1,0.8066828404609392,False
Ġcute,смысл-редк,1,0.8061201028216285,False
!,пункт,1,0.6776740546449562,False
Ġnext,смысл-част,3,0.29378587374700404,True
Ġstore,смысл-част,3,0.46505157186293244,True
Ġwait,смысл-част,1,0.7140542081813099,False
Ġdeduct,смысл-редк,1,0.6787607600871559,False
Ġand,служ,5,0.4942996028257341,True
Ġshe,служ,1,0.7489655206239162,False
"),",пункт,1,0.5647467195453262,False
Ġout,служ,1,0.721147914719161,False
Ġnext,смысл-част,3,0.29378587374700404,True
Ġnothing,служ,1,0.7050576925366105,False
's,подслово,1,0.6198488452009023,False
.,пункт,11,0.2590191475566209,True
.,пункт,11,0.2966317933185058,True
Ġ(,пункт,1,0.758919348274018,False
",",пункт,9,0.3441636731774176,True
Ġand,служ,5,0.37877777093024834,True
Ġhello,смысл-редк,2,0.4311715001323278,True
Ġwith,служ,1,0.8045640536494294,False
ĠBaby,смысл-редк,1,0.6316493549882423,False
Ġyear,смысл-част,2,0.5035279567062498,True
Ġtwo,смысл-част,1,0.8399097884477842,False
",",пункт,9,0.3903668357391286,True
ĠBut,служ,1,0.737261455521412,False
Ġwho,служ,1,0.7587164595532193,False
3,пункт,1,0.9609662537582772,False
.,пункт,11,0.2590191475566209,True
Ġin,служ,1,0.7697755594655218,False
Ġwe,служ,3,0.3157428061374032,True
Ġcustomer,смысл-редк,1,0.41233754153164254,False
Ġassistance,смысл-редк,2,0.37031387372231894,True
-,сток,4,0.22246096625220083,False
Ġthe,сток,7,0.030443107487826592,False
Ġdaughter,смысл-редк,1,0.6608370514733264,False
",",пункт,9,0.38974688047628586,True
-,пункт,4,0.6351626972005512,True
Ġreturn,смысл-част,1,0.7313199102879193,False
Ġthings,смысл-част,1,0.7235158975581125,False
Ġtold,смысл-част,1,0.6667272365450022,False
Ġservice,смысл-част,1,0.6812714925823612,False
Ġhave,служ,2,0.8605404226946949,True
-,пункт,4,0.5182981576754703,True
Ġtape,смысл-редк,1,0.777729181291939,False
ĠSo,служ,1,0.8312093721604914,False
Ġ11,пункт,1,0.8098166040994423,False
Ġstore,смысл-част,3,0.43935779523627955,True
ĠGreat,смысл-редк,1,0.7953333474053365,False
Ġyears,смысл-част,1,0.6908191282971992,False
Ġhello,смысл-редк,2,0.4311715001323278,True
Ġdays,смысл-част,1,0.8013619475150962,False
Ġa,служ,6,0.42972452964234065,True
Ġregular,смысл-редк,1,0.7306717973408356,False
Ġfirst,смысл-част,1,0.7306717973408356,False
Ġa,служ,6,0.5419036710202474,True
Ġdenying,смысл-редк,1,0.6871081873675446,False
Ġa,служ,6,0.40303493135707197,True
.,пункт,11,0.42258795110782177,True
Ġtook,смысл-част,1,0.6667272365450022,False
....,пункт,1,0.7493311396395647,False
'll,подслово,1,0.6198488452009023,False
Ġfor,служ,4,0.5220385685537079,True
stop,подслово,1,0.6787607600871559,False
Ġold,смысл-част,2,0.7017115190721854,False
Ġbecause,служ,1,0.8024180585407984,False
ĠBuy,смысл-редк,1,0.6316493549882423,False
Ġsaid,смысл-част,1,0.6923101540567943,False
Ġfor,служ,4,0.5108534962162586,True
.,пункт,11,0.280918957744197,True
Ġsee,смысл-част,1,0.6762050877638751,False
Ġ-,пункт,3,0.25226325861426313,True
!!!,пункт,1,0.7868810643471975,False
Ġif,служ,2,0.5970467041158063,True
Ġwithout,служ,1,0.796374298662293,False
Ġfor,служ,4,0.696221278126569,True
Ġhelp,смысл-част,5,0.4477657480412806,True
Ġpoint,смысл-част,2,0.5685276621667332,True
.,пункт,9,0.26098011119089504,True
Ġmaterial,смысл-редк,1,0.6524956713474257,False
Ġto,служ,3,0.4481405723937005,True
Ġwill,служ,3,0.4886100687934206,True
Ġmore,служ,3,0.5432549506177954,True
Ġbreak,смысл-част,1,0.6593536728686161,False
Ġit,служ,3,0.48872766907671855,True
Ġconcept,смысл-редк,2,0.6083302340553464,True
Ġelse,смысл-част,1,0.6684590976056645,False
Which,подслово,1,0.9560047126827709,False
.âĢĿ,пункт,1,0.5827707267677553,False
Ġthan,служ,1,0.8971092379001955,False
Ġquestions,смысл-част,1,0.7655052548992873,False
ĠBreak,смысл-редк,1,0.7656217495620804,False
Ġanswers,смысл-редк,1,0.6801589099837957,False
Ġit,служ,3,0.48872766907671855,True
Ġsibling,смысл-част,6,0.25426829064278894,True
Ġthe,служ,5,0.3539033520753586,True
Ġto,служ,3,0.8125401636327216,True
Ġto,служ,3,0.4481405723937005,True
Suppose,подслово,1,0.8931077131134527,False
school,подслово,1,0.7808820847284632,False
Ġwork,смысл-част,2,0.5230983033824788,True
Ġsecond,смысл-част,1,0.9066526733665834,False
ĠIf,служ,2,0.3636617680484862,True
Ġthat,служ,3,0.37692080763109603,True
Ġmistake,смысл-редк,1,0.8059277269662025,False
Ġsibling,смысл-част,6,0.37339665551170437,True
Ġyou,служ,3,0.5062345201434612,True
Ġexplained,смысл-редк,1,0.7189357321325255,False
ray,подслово,1,0.915762329461164,False
Ġwith,служ,4,0.21847513487954437,True
t,подслово,2,0.5872493970622695,True
ĠYour,служ,2,0.3811699179461277,True
Ġlearn,смысл-част,1,0.7177743595964043,False
Ġpeople,смысл-част,1,0.7708297324987902,False
Ġconcept,смысл-редк,2,0.6083302340553464,True
For,подслово,1,0.8821812418935038,False
Ġatmosphere,смысл-редк,1,0.7925652879681263,False
Ġsibling,смысл-част,6,0.38036639348188317,True
.,пункт,9,0.6366324519567882,True
Ġor,служ,2,0.596745808737978,True
Ġhomework,смысл-редк,3,0.28451437242525324,True
s,подслово,2,0.6932039189474639,True
",",пункт,14,0.2368339458681316,True
Ġcan,служ,4,0.3547072167779156,True
Ġin,служ,3,0.446193968778039,True
Ġgreat,смысл-част,1,0.7252948487046782,False
Ġfor,служ,4,0.4071804444110051,True
Ġhelp,смысл-част,5,0.4477657480412806,True
Ġconfusing,смысл-редк,1,0.6593536728686161,False
Ġthe,служ,5,0.46173271387429027,True
ĠShow,смысл-редк,1,0.7770498375124104,False
Ġmore,служ,3,0.5432549506177954,True
Ġthem,служ,2,0.4558686367011616,True
Ġcan,служ,4,0.41128496236818346,True
Ġwith,служ,4,0.4105240545629974,True
",",пункт,14,0.35230641324090933,True
Ġany,служ,2,0.6076778404505482,True
-,пункт,1,0.7426141314356429,False
Ġwriting,смысл-редк,1,0.6809934694658627,False
Ġwhen,служ,1,0.785827394957081,False
Ġshow,смысл-част,1,0.7319216696466608,False
Ġsmall,смысл-част,1,0.66985493711699,False
?âĢĿ,пункт,1,0.5827707267677553,False
Ġit,служ,3,0.6206294954379724,True
",",пункт,14,0.24559315903648218,True
Ġpar,смысл-редк,1,0.7385987952346026,False
Ġfix,смысл-редк,1,0.5473406229955424,False
Ġscience,смысл-част,1,0.6733602867753834,False
âĢĻ,пункт,4,0.34430039268152207,True
Ġcopy,смысл-редк,1,0.6597237950275692,False
Ċ,пункт,2,0.24287779876638235,True
Ġwith,служ,4,0.21847513487954437,True
Ġmay,служ,1,0.7648532303021626,False
Ġsibling,смысл-част,6,0.25426829064278894,True
Ġproblem,смысл-част,1,0.6965568279789957,False
Ġcould,служ,1,0.6703579260487289,False
ĠcafÃ©,смысл-редк,1,0.6328246855358007,False
Ġin,служ,3,0.446193968778039,True
Ġday,смысл-част,1,0.7559342592651834,False
",",пункт,14,0.41286221166076936,True
Ġyour,служ,3,0.24972885150180235,True
ĠEspecially,смысл-редк,1,0.8795080875952788,False
Ġneed,служ,1,0.7477796736804259,False
Ġdoing,служ,1,0.7301871447777482,False
Ġcan,служ,4,0.3547072167779156,True
Ġsuch,служ,1,0.7827409420145278,False
Ċ,пункт,2,0.24287779876638235,True
Ġsince,служ,1,0.8240425354692102,False
Ġin,служ,3,0.5078448804787338,True
Ġfor,служ,4,0.674943671865959,True
",",пункт,14,0.2368339458681316,True
Ġeffectively,смысл-редк,1,0.7179500996201552,False
Ġbe,служ,1,0.7307304418734323,False
",",пункт,14,0.16731790449072315,True
Ġexample,смысл-част,1,0.7334332842956502,False
Ġsibling,смысл-част,6,0.29472189563741735,True
Ġthey,служ,2,0.35819222815532575,True
ting,подслово,1,0.7385987952346026,False
t,подслово,2,0.5872493970622695,True
ĠHave,служ,1,0.7656217495620804,False
Ġhomework,смысл-редк,3,0.3776402027079637,True
Ġif,служ,2,0.541821287294202,False
Ġsibling,смысл-част,6,0.30566818154336045,True
Ġmaximum,смысл-редк,1,0.8230083317056054,False
Ġvideo,смысл-част,1,0.73793862282071,False
ĠTV,смысл-редк,1,0.7643027082937982,False
Ġhelp,смысл-част,5,0.5021380036506472,True
Ġstuck,смысл-редк,1,0.7073789433505726,False
s,подслово,2,0.6932039189474639,True
Ġdoes,служ,1,0.8333925349588464,False
Ġdifferent,смысл-част,1,0.7143898033404542,False
Ġmisunder,смысл-редк,1,0.735231564278383,False
Ġhelp,смысл-част,5,0.5018722226764176,True
Ġyourself,смысл-част,1,0.750229590466632,False
Ġon,служ,1,0.7504649589167648,False
",",пункт,14,0.35230641324090933,True
Ġhomework,смысл-редк,3,0.28451437242525324,True
Ġhave,служ,1,0.7290902963265117,False
Ġand,служ,1,0.8109739569977773,False
Ġwill,служ,3,0.3873202915049987,True
Ġstudy,смысл-част,1,0.6733602867753834,False
Ġfind,смысл-част,1,0.7177743595964043,False
Ġmade,смысл-част,1,0.7101488768968914,False
Ġthat,служ,3,0.40323679312902794,True
Ġyou,служ,3,0.5062345201434612,True
ively,подслово,1,0.7179500996201552,False
Ġworse,смысл-редк,1,0.8419330422884839,False
.,сток,9,0.02077879176309827,True
",",пункт,14,0.27373834178920325,True
",",пункт,14,0.2629394832550639,True
Ġthe,служ,5,0.46173271387429027,True
Ġthem,служ,2,0.4558686367011616,True
ĠOnce,смысл-редк,1,0.800509862583973,False
Ġother,служ,1,0.6684590976056645,False
Ġtheir,служ,1,0.611259424832976,False
ĠIf,служ,2,0.3636617680484862,True
Ġa,служ,2,0.4840444507807572,True
Ġwith,служ,4,0.4105240545629974,True
Ġpoint,смысл-част,2,0.5685276621667332,True
Ġhelp,смысл-част,5,0.4862171960975565,True
Ġthe,служ,5,0.24673200393815325,True
Ġend,смысл-част,1,0.7255786541613191,False
Ġa,служ,2,0.4840444507807572,True
It,подслово,1,0.8190352716269732,False
Ġwill,служ,3,0.3873202915049987,True
âĢĻ,пункт,4,0.1563682877903657,True
Ġexplain,смысл-редк,1,0.700650263427983,False
",",пункт,14,0.3570794346853612,True
Ġmore,служ,3,0.5528426847129042,True
Ġcoffee,смысл-редк,1,0.6328246855358007,False
Ġworks,смысл-част,1,0.7343237282503354,False
Ġask,смысл-част,2,0.2469753828938171,True
Ġyour,служ,3,0.3777370835627541,True
Ġany,служ,2,0.6076778404505482,True
Ġmicro,смысл-редк,1,0.7514791991535289,False
Ġevery,служ,1,0.7339001527402804,False
Ġor,служ,2,0.596745808737978,True
Ġwrite,смысл-част,1,0.6809934694658627,False
Ġyou,служ,3,0.51371819490625,True
Ġof,служ,1,0.7399913237990814,False
Ġcorrect,смысл-редк,1,0.7717420667380355,False
Ġlibrary,смысл-редк,1,0.7421725178055416,False
Ġyield,смысл-редк,1,0.7255786541613191,False
Ġtype,смысл-част,1,0.6524956713474257,False
.,пункт,9,0.3942528126748991,True
",",пункт,14,0.45810328997908806,True
Ġcan,служ,4,0.47545068518955425,True
Ġthat,служ,3,0.37692080763109603,True
",",пункт,14,0.5620239525363753,True
.,сток,9,0.008162382733392426,True
Ġfor,служ,4,0.4071804444110051,True
",",пункт,14,0.45658304106217373,True
.,сток,9,0.008162382733392426,True
.,пункт,9,0.35694194108782457,True
Ġask,смысл-част,2,0.2469753828938171,True
Ġyour,служ,3,0.24972885150180235,True
Ġcore,смысл-редк,1,0.7887902355673397,False
;,пункт,1,0.7459134181808093,False
Ġsolve,смысл-редк,1,0.5473406229955424,False
.,пункт,9,0.35694194108782457,True
Ġassignment,смысл-редк,1,0.5631140905575169,False
Ġwhere,служ,1,0.8027261079794026,False
.,пункт,9,0.26098011119089504,True
Ġthey,служ,2,0.35819222815532575,True
Ġthe,служ,5,0.24673200393815325,True
ĠYour,служ,2,0.3811699179461277,True
âĢĻ,пункт,4,0.1563682877903657,True
âĢĻ,пункт,4,0.34430039268152207,True
",",пункт,14,0.16731790449072315,True
Ġfeel,смысл-част,1,0.6930941860255623,False
What,подслово,1,0.8887530240852192,False
Ġthemselves,смысл-част,1,0.611259424832976,False
Ġwork,смысл-част,2,0.5230983033824788,True
Ġexplaining,смысл-редк,1,0.700650263427983,False
:,пункт,1,0.7874908686878229,False
Ġcommercially,смысл-редк,1,0.671009467562159,False
Ġthey,служ,3,0.5063771657167999,True
Ġhomework,смысл-редк,5,0.2688225771319053,True
Ġyour,служ,6,0.21127287080143722,True
Ġthe,служ,7,0.5270728809951294,True
ĠEspecially,смысл-редк,1,0.8737573381350558,False
Ġable,смысл-част,2,0.5359644681610225,True
Ġthem,служ,5,0.26054506994532134,True
Ġthey,служ,3,0.5167670920362433,True
Ġknow,смысл-част,1,0.7797803373460188,False
Ġan,служ,1,0.6884122176056019,False
Ġconcept,смысл-редк,1,0.7914581936252121,False
Ġscience,смысл-част,1,0.6975643802453563,False
re,подслово,1,0.7623407368532615,False
Ġso,служ,1,0.8065998494404337,False
Ċ,пункт,5,0.29057305217789675,True
.,пункт,12,0.3240037440479541,True
Ġto,служ,7,0.35980317592851335,True
Ġhomework,смысл-редк,5,0.37303634734559754,True
Ġreference,смысл-редк,1,0.7817028591794183,False
Ġtime,смысл-част,1,0.7257205768245789,False
ers,подслово,1,0.7223943174238793,False
Ġthe,служ,7,0.5270728809951294,True
Ġto,служ,7,0.5084173216418661,True
Ġthem,служ,5,0.2934389644262972,True
Ġor,служ,3,0.42576772043301,True
ful,подслово,1,0.8026059541814716,False
Ġask,смысл-част,1,0.7186965898113213,False
Ġmistake,смысл-редк,1,0.8447149429951056,False
Ġyour,служ,6,0.3731121532030904,True
Ġmay,служ,3,0.46754800165349103,True
Ġbe,служ,1,0.8171134680361989,False
Ġyour,служ,6,0.2293884162580999,True
Ġwork,смысл-част,4,0.4837690982667417,True
Ġlevel,смысл-част,1,0.6493369594304222,False
Ġbefore,служ,2,0.6836406892993074,True
Ġand,служ,2,0.4849175607430286,True
Ġcan,служ,2,0.5475827292739721,True
ĠTry,смысл-редк,1,0.8261029706281211,False
",",пункт,7,0.19220705493989165,True
Ġare,служ,1,0.7623407368532615,False
Ġnot,служ,1,0.8204759168176925,False
plain,подслово,1,0.804433432513943,False
Ġassignment,смысл-редк,1,0.5067792659711384,False
Ġassignments,смысл-редк,1,0.6315779599364378,False
.,пункт,12,0.3151576192273871,True
âĢĻ,пункт,4,0.3711130524933459,True
Ġespecially,смысл-част,1,0.7599964641004472,False
Ġas,служ,1,0.7650036167871147,False
Ġhave,служ,1,0.7128137463371119,False
.,пункт,12,0.2681508125095036,True
âĢĻ,пункт,4,0.3711130524933459,True
Ġcomplete,смысл-част,1,0.7219998683594089,False
Ġwith,служ,4,0.4524884205047369,True
Ġyour,служ,6,0.21127287080143722,True
Ġthem,служ,5,0.3768747808730814,True
Ċ,пункт,5,0.48522803891596966,True
ĠAs,служ,1,0.8706672892754862,False
Ġis,служ,2,0.21659515067493143,True
Ġhomework,смысл-редк,5,0.2688225771319053,True
Ġcore,смысл-редк,1,0.7993396284287402,False
Ġbut,служ,1,0.8088835925059409,False
Ġsimply,смысл-част,1,0.8027360142686819,False
",",пункт,7,0.4090247301225875,True
Ġwork,смысл-част,4,0.4837690982667417,True
Ġthem,служ,5,0.26054506994532134,True
.,пункт,12,0.24805684118258003,True
Ġyou,служ,4,0.34383337726829755,True
Ġthat,служ,2,0.4991984432701983,True
âĢľ,пункт,1,0.8302210396755105,False
Ġsibling,смысл-част,7,0.29119323187054275,True
Ġor,служ,3,0.6553469023825675,True
Ġhelping,смысл-редк,1,0.7315852479787363,False
Ġyour,служ,6,0.4751693470422176,True
Ġbefore,служ,2,0.6836406892993074,True
Ġcan,служ,2,0.5475827292739721,True
Ġthan,служ,1,0.9119247716832926,False
.,пункт,12,0.2681508125095036,True
Ġnearly,смысл-редк,1,0.8216865207346649,False
Ġmay,служ,3,0.5414495050220739,True
Ġneed,служ,1,0.7870259726256064,False
Ġthem,служ,5,0.3201598225386987,True
Ġoften,служ,1,0.7599964641004472,False
Ġeffectively,смысл-редк,1,0.8061588970520063,False
ĠTV,смысл-редк,1,0.7719156120054809,False
.,пункт,12,0.24805684118258003,True
Ġshop,смысл-редк,1,0.7556529537538728,False
Ġyour,служ,6,0.24272221969453647,True
Ġbetter,смысл-част,1,0.842793809853701,False
Ġhalf,смысл-част,1,0.7383595985999707,False
Ġanswers,смысл-редк,2,0.43483988727964995,True
Ġmemor,смысл-редк,1,0.8329916482620853,False
Ġanswers,смысл-редк,2,0.43483988727964995,True
Ġsibling,смысл-част,7,0.2697698734609293,True
Ġout,служ,1,0.7740208469243155,False
-,пункт,1,0.7475433106590182,False
Ġable,смысл-част,2,0.5359644681610225,True
",",пункт,7,0.3939459658575346,True
Ġit,служ,1,0.730590430250177,False
Ġa,служ,3,0.5318812443484353,True
Ġwith,служ,4,0.4524884205047369,True
Ġfrom,служ,1,0.7512297150822134,False
Ġmake,смысл-част,1,0.6851635710623608,False
ro,подслово,1,0.791071250573656,False
Ġunderstand,смысл-част,3,0.3208275148090423,True
Ċ,пункт,5,0.29057305217789675,True
Ġa,служ,3,0.4947691045364242,True
Ġto,служ,7,0.35980317592851335,True
Ċ,пункт,5,0.2818696705826989,True
.,пункт,12,0.3040627107232253,True
âĢĻ,пункт,4,0.3766312080693468,True
Ġsibling,смысл-част,7,0.2697698734609293,True
Ġsay,смысл-част,1,0.7590403982644214,False
Ġwhere,служ,1,0.8478768593103988,False
Ġevery,служ,1,0.7243645607751289,False
Ġproblem,смысл-част,2,0.41080240598614093,True
Ġwith,служ,4,0.525721121940517,True
Ġunderstand,смысл-част,3,0.3208275148090423,True
Ġhand,смысл-част,1,0.7772062598094589,False
Ġhomework,смысл-редк,5,0.3854068676474989,True
Ġwith,служ,4,0.4865661744236975,True
Ġtwo,смысл-част,1,0.7383595985999707,False
Ġis,служ,2,0.21659515067493143,True
Ġthe,служ,7,0.3918558552486262,True
Ġthe,служ,7,0.3567103562109545,True
What,подслово,1,0.9694233640769381,False
Ġproblem,смысл-част,2,0.41080240598614093,True
.,пункт,12,0.31232946737320044,True
Ġhe,служ,1,0.7353167508031702,False
ĠIf,служ,1,0.864531903098129,False
Ġexplain,смысл-редк,1,0.6609924537620363,False
org,подслово,1,0.7590403982644214,False
.,сток,12,0.0689341490134696,True
Ġstudents,смысл-част,1,0.6493369594304222,False
.,сток,12,0.0689341490134696,True
Ġunderstand,смысл-част,3,0.33590033688964094,True
Ġattempt,смысл-редк,1,0.7619943531781138,False
Ġto,служ,7,0.533845654236256,True
Ġcould,служ,1,0.6840397941921368,False
Ġdo,служ,1,0.6900561982740019,False
Ġwork,смысл-част,4,0.5048765592184352,True
",",пункт,7,0.19220705493989165,True
Ġpencil,смысл-редк,1,0.7538969152335958,False
Ċ,пункт,5,0.2818696705826989,True
Ġa,служ,3,0.4947691045364242,True
.,пункт,12,0.28735696481373457,True
Ġsibling,смысл-част,7,0.22988424525517243,True
Ġor,служ,3,0.42576772043301,True
Ġdoes,служ,2,0.6108976361331905,True
âĢĻ,сток,4,0.05089336174786272,False
Ġthe,служ,7,0.3918558552486262,True
Ġdefeats,смысл-редк,1,0.7778180806351863,False
Ġpoints,смысл-част,1,0.6722062034070848,False
",",пункт,7,0.4512236625899223,True
Ġsiblings,смысл-редк,1,0.6531096523745722,False
Ġyou,служ,4,0.5103759506970272,True
Ġthemselves,смысл-част,1,0.7379850252479917,False
Ġhelp,смысл-част,2,0.49628004643369217,True
.,пункт,12,0.3040627107232253,True
Ġto,служ,7,0.7156124456546049,True
Ġwork,смысл-част,4,0.5863329305160992,True
Ġthey,служ,3,0.49617564029687533,False
Ġbased,смысл-част,1,0.671009467562159,False
Ġthe,служ,7,0.3567103562109545,True
Ġthis,служ,1,0.6990445990072326,False
Ġsubject,смысл-редк,1,0.7299867349524171,False
",",пункт,7,0.4512236625899223,True
Ġsnack,смысл-редк,1,0.7056857196415897,False
ization,подслово,1,0.7266384642834853,False
Ġto,служ,7,0.41954756669621035,True
Ġsmall,смысл-част,1,0.7381667770464181,False
ĠYou,служ,1,0.8144185583924924,False
Ġthat,служ,2,0.4991984432701983,True
?,пункт,1,0.6712985106650332,False
Ġfields,смысл-редк,1,0.6722062034070848,False
Ġimportant,смысл-част,1,0.8378273926907325,False
Ġsibling,смысл-част,7,0.31961830072723246,True
ĠDifferent,смысл-редк,1,0.8261029706281211,False
Ġup,служ,1,0.7997348648886605,False
Ġsibling,смысл-част,7,0.29119323187054275,True
Ġhomework,смысл-редк,5,0.4046406244281869,True
Ġyou,служ,4,0.35260849497679964,True
",",пункт,7,0.3939459658575346,True
Ġhow,служ,1,0.8621523881964918,False
Ġsibling,смысл-част,7,0.22988424525517243,True
Ġsolve,смысл-редк,1,0.7006413735320215,False
Ġyou,служ,4,0.34383337726829755,True
there,подслово,1,0.7499489169205624,False
school,подслово,1,0.7054329653194198,False
Ġstruggling,смысл-редк,1,0.82500917696204,False
Ġhelp,смысл-част,2,0.49628004643369217,True
Ġto,служ,7,0.46987192139982364,True
Ġif,служ,1,0.8551323880433783,False
Ġuse,смысл-част,1,0.7349309178035934,False
Ġthe,сток,7,0.05089336174786272,False
Ġand,служ,2,0.4849175607430286,True
.âĢĿ,пункт,1,0.7874908686878229,False
Ġat,служ,1,0.729878187174112,False
Ġdoes,служ,2,0.6108976361331905,True
Ġmay,служ,3,0.46754800165349103,True
Ġsites,смысл-редк,1,0.7462167233421447,False
",",пункт,5,0.2617358568199966,True
Ġa,служ,6,0.2918900346179573,True
âĢĻ,сток,3,0.04673282414080348,False
Ġto,служ,8,0.3965311429455709,True
Ġstudents,смысл-част,1,0.7059187136486035,False
ĠEspecially,смысл-редк,1,0.8952669879642313,False
.,пункт,10,0.27763716005870687,True
ĠDisc,смысл-редк,1,0.7922611452944871,False
Ġsibling,смысл-част,9,0.24828762277972044,True
Ġis,служ,1,0.7557141660000563,False
Ġmay,служ,2,0.4551229021718408,True
?âĢĿ,пункт,2,0.24201997182743765,True
Ġthey,служ,3,0.38260031184922866,True
?âĢĿ,пункт,2,0.24201997182743765,True
Ġgive,смысл-част,1,0.7498586111069219,False
Ġa,служ,6,0.5277541324695012,True
Ġin,служ,2,0.45628704956620547,True
Ġunderstand,смысл-част,2,0.4875613272086487,True
Ġcore,смысл-редк,1,0.8142273049888231,False
Ġone,служ,1,0.8018926031961602,False
Ġsibling,смысл-част,9,0.31697985607223794,True
Ġit,служ,3,0.5401315083750337,True
Ġsupplies,смысл-редк,1,0.6557710290677544,False
Ġreference,смысл-редк,1,0.8255856810123978,False
Which,подслово,1,0.9869087633627183,False
Ġminutes,смысл-част,1,0.8055898413473965,False
Ġyou,служ,5,0.48062297858975334,True
Ġthe,служ,3,0.46783024231942444,True
Ġwork,смысл-част,2,0.4417839621989768,True
Ġlearn,смысл-част,1,0.7091641827313864,False
Ġschool,смысл-част,2,0.44103528913482254,True
Ġsibling,смысл-част,9,0.24828762277972044,True
Ġof,служ,3,0.5023409791969523,True
Ġthan,служ,1,0.9347177130200768,False
Ġhard,смысл-част,1,0.7814259517809576,False
Ġa,служ,6,0.522029302481583,True
.,пункт,10,0.30775007479858113,True
Ġproblem,смысл-част,2,0.4121583177524735,True
Ġstruggling,смысл-редк,1,0.8811186536849306,False
Ġconcept,смысл-редк,1,0.8417312605526193,False
Ġthey,служ,3,0.38260031184922866,True
.,пункт,10,0.27763716005870687,True
Ġbut,служ,1,0.8306507118799596,False
Ċ,пункт,6,0.18685861093966408,True
Ġsibling,смысл-част,9,0.31552037759894896,True
Ġall,служ,1,0.7763407807414638,False
Ġplan,смысл-редк,1,0.729529789848387,False
Ġyour,служ,6,0.27464926603775197,True
.,пункт,10,0.42635834527761973,True
.âĢĿ,пункт,1,0.5019378407394312,False
Ġrest,смысл-част,1,0.7831316106039158,False
ĠOnce,смысл-редк,1,0.9526344060298767,False
Ġthey,служ,3,0.41812687644009106,True
Ġschool,смысл-част,2,0.44103528913482254,True
.,пункт,10,0.329784641234593,True
Ġyou,служ,5,0.4176525745412654,True
Ġunderstand,смысл-част,2,0.4875613272086487,True
.,пункт,10,0.30775007479858113,True
.,сток,10,0.023660075954814255,True
Ġto,служ,8,0.3894990791627191,True
