набор,текст,условие,beta,q*
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,тема вписана,0.8508654894089837,0.305
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,меньше мыслей,0.7302691569867713,0.47500000000000003
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,одна тема,0.8150480239649612,0.35833333333333334
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,беднее словарь,0.8128121193077144,0.3583333333333334
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,без синонимов,0.7744368757348346,0.42333333333333334
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,термин в той же обёртке,0.7969387330698151,0.3666666666666667
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,богаче словарь,0.8534310889688766,0.2783333333333333
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,ни одного слова дважды,0.8374391612106856,0.305
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,редкие синонимы,0.8065876724942465,0.3833333333333333
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,художественный стиль,0.8656690228727179,0.28
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,анафора,0.7702420841468237,0.47333333333333333
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,поле: значение,0.8004938262524242,0.41
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,перемешивание,0.8117643821390971,0.355
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,чужие хапаксы,0.8078077193881708,0.3583333333333334
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,исходный,0.7428600498283364,0.46166666666666667
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,тема вписана,0.76310553682443,0.435
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,меньше мыслей,0.5989812162582057,0.64
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,одна тема,0.7553254898588228,0.465
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,беднее словарь,0.7670811218091669,0.4466666666666667
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,без синонимов,0.7375919435418155,0.465
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,термин в той же обёртке,0.7380937392265546,0.48
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,каждое предложение о своём,0.8471673169544264,0.29833333333333334
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,богаче словарь,0.8145810233471839,0.3333333333333333
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,ни одного слова дважды,0.7915909148633755,0.395
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,редкие синонимы,0.7554303789951496,0.4483333333333333
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,художественный стиль,0.8065971801217772,0.37833333333333335
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,анафора,0.7124307115392186,0.525
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,поле: значение,0.7633399242973254,0.42333333333333334
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,перемешивание,0.7377105588012398,0.4766666666666666
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,чужие хапаксы,0.7712038813939269,0.43333333333333335
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,исходный,0.7975007548026395,0.385
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,тема вписана,0.8080084482755577,0.37666666666666665
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,меньше мыслей,0.7178077073776276,0.5
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,одна тема,0.748175550743683,0.47
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,беднее словарь,0.7759554924098454,0.40166666666666667
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,без синонимов,0.795734208202682,0.4033333333333333
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,термин в той же обёртке,0.814092313061905,0.395
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,каждое предложение о своём,0.866421112194145,0.315
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,богаче словарь,0.8378453741288686,0.33666666666666667
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,ни одного слова дважды,0.8024421581158586,0.37333333333333335
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,редкие синонимы,0.7869441979549472,0.40499999999999997
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,художественный стиль,0.8657867480744694,0.27999999999999997
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,анафора,0.7604122707323399,0.455
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,поле: значение,0.8071692935852338,0.375
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,перемешивание,0.7813515851335889,0.415
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,чужие хапаксы,0.8135021859191133,0.36000000000000004
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,исходный,0.8169265092585042,0.36333333333333334
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,тема вписана,0.8304952723833909,0.33
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,меньше мыслей,0.7003248198578876,0.5433333333333334
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,одна тема,0.7791155067734672,0.44
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,беднее словарь,0.7897719477173881,0.40166666666666667
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,без синонимов,0.7774139248171594,0.4033333333333333
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,термин в той же обёртке,0.784000134909828,0.4083333333333334
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,богаче словарь,0.8674021369967724,0.2866666666666667
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,ни одного слова дважды,0.8355213015074346,0.32833333333333337
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,редкие синонимы,0.8319721119144922,0.33
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,художественный стиль,0.8637921753628447,0.2816666666666667
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,анафора,0.7709910711708691,0.4583333333333333
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,поле: значение,0.7923029806619092,0.41
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,перемешивание,0.8143677417738305,0.36833333333333335
LLM,coling::9e189795-5152-41d4-9713-20ef5189d721,чужие хапаксы,0.819318838918981,0.36000000000000004
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,исходный,0.8180584238925297,0.37666666666666665
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,тема вписана,0.8187574270761421,0.35333333333333333
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,меньше мыслей,0.7025230875675158,0.5816666666666667
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,одна тема,0.7759043336972463,0.4466666666666667
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,беднее словарь,0.7822054858451426,0.41
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,без синонимов,0.8178406302101738,0.37666666666666665
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,термин в той же обёртке,0.7951267515628547,0.3983333333333334
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,богаче словарь,0.8235712963393533,0.35666666666666663
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,ни одного слова дважды,0.8380873449610592,0.33166666666666667
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,редкие синонимы,0.8422138795200271,0.34500000000000003
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,художественный стиль,0.8574369751497518,0.31666666666666665
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,анафора,0.7599938028338825,0.4916666666666667
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,поле: значение,0.8122675084264427,0.41
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,перемешивание,0.776955916503674,0.4183333333333333
LLM,coling::df393828-70be-448f-bbdb-11367e15a5fb,чужие хапаксы,0.8205327853345797,0.34500000000000003
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,исходный,0.8004478508441134,0.36833333333333335
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,меньше мыслей,0.6485250010409969,0.59
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,одна тема,0.7917634098615786,0.4216666666666667
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,беднее словарь,0.7915208037003345,0.3916666666666666
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,термин в той же обёртке,0.8053634952574379,0.39666666666666667
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,каждое предложение о своём,0.865177839300905,0.3116666666666667
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,богаче словарь,0.9013070405150302,0.2283333333333333
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,редкие синонимы,0.8037250624129603,0.38166666666666665
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,художественный стиль,0.8767704828248974,0.2733333333333333
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,анафора,0.78169752843271,0.435
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,поле: значение,0.7764875262169832,0.41500000000000004
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,перемешивание,0.7929083360243858,0.38333333333333336
LLM,coling::b21c6524-7e1a-4589-933c-d0152005962d,чужие хапаксы,0.800764408227339,0.38499999999999995
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,исходный,0.8123551846003229,0.3499999999999999
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,тема вписана,0.857800432278089,0.305
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,меньше мыслей,0.7533969784597163,0.46
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,одна тема,0.7803703807400654,0.4083333333333334
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,беднее словарь,0.8315663995062748,0.3466666666666667
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,без синонимов,0.8168214675908622,0.3666666666666667
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,термин в той же обёртке,0.8260356210367189,0.3416666666666666
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,богаче словарь,0.854881107840113,0.2916666666666667
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,ни одного слова дважды,0.8307154204330942,0.33499999999999996
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,редкие синонимы,0.8541265182694748,0.30833333333333335
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,художественный стиль,0.8711674464869154,0.2783333333333333
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,анафора,0.786849982221972,0.47333333333333333
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,поле: значение,0.7940222729469691,0.39333333333333337
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,перемешивание,0.8328378130262685,0.325
LLM,coling::cbaa1dc4-0458-47d8-b3a6-f6f1b4b4c270,чужие хапаксы,0.8451475637373486,0.31499999999999995
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,исходный,0.8123551846003229,0.3499999999999999
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,тема вписана,0.836599270033129,0.33
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,меньше мыслей,0.8030176088943543,0.38166666666666665
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,одна тема,0.7803703807400654,0.4083333333333334
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,беднее словарь,0.8315663995062748,0.3466666666666667
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,без синонимов,0.8024417946076553,0.365
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,термин в той же обёртке,0.8260356210367189,0.3416666666666666
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,богаче словарь,0.8864299202332088,0.2383333333333333
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,ни одного слова дважды,0.8395025778447138,0.33499999999999996
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,редкие синонимы,0.8269518425557334,0.34833333333333333
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,художественный стиль,0.8510236542007691,0.2916666666666667
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,анафора,0.7872573959076182,0.47333333333333333
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,поле: значение,0.8331803873386517,0.3416666666666666
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,перемешивание,0.8238586203742789,0.34333333333333327
LLM,coling::dc1c93ce-9792-4a14-bd29-c025f2613860,чужие хапаксы,0.8384030706845705,0.32166666666666666
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,исходный,0.8643026275323266,0.29333333333333333
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,тема вписана,0.8625023340378846,0.3016666666666667
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,меньше мыслей,0.7685609857651828,0.44
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,одна тема,0.8699340233691434,0.29
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,беднее словарь,0.853075708640744,0.33
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,без синонимов,0.829329752835136,0.3833333333333333
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,термин в той же обёртке,0.8259257027711238,0.36166666666666664
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,богаче словарь,0.873421101760524,0.28500000000000003
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,ни одного слова дважды,0.873286687382314,0.29
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,редкие синонимы,0.8791004221638495,0.2783333333333333
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,художественный стиль,0.8854069480024241,0.2783333333333334
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,анафора,0.828038600821256,0.39999999999999997
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,поле: значение,0.8792535277584509,0.26833333333333337
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,перемешивание,0.8632504003277757,0.30666666666666664
LLM,coling::a3c20aed-e22b-4f5a-ac3a-784b5d941b8f,чужие хапаксы,0.8514893375918552,0.33166666666666667
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,исходный,0.8381454562111378,0.30666666666666664
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,тема вписана,0.8607948813265106,0.295
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,меньше мыслей,0.7751840978011004,0.44
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,одна тема,0.8428405095839849,0.31666666666666665
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,беднее словарь,0.824321686221281,0.34
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,без синонимов,0.8212594597433022,0.37666666666666665
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,термин в той же обёртке,0.8264994612850997,0.335
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,богаче словарь,0.869648484931291,0.265
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,ни одного слова дважды,0.8836415108944263,0.24833333333333332
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,редкие синонимы,0.85782112541246,0.28500000000000003
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,художественный стиль,0.8811405023198545,0.25333333333333335
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,анафора,0.8355683632926217,0.37833333333333335
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,поле: значение,0.8508072639341275,0.3216666666666667
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,перемешивание,0.8459317731966022,0.31833333333333336
LLM,coling::fedf3b3b-fd89-4a69-bc59-0ff4e485de6a,чужие хапаксы,0.8357484530734661,0.31
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,исходный,0.8436805279452387,0.3633333333333333
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,тема вписана,0.8319318060916022,0.35666666666666663
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,меньше мыслей,0.8562087177790633,0.28333333333333327
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,одна тема,0.8128749986624254,0.4116666666666666
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,беднее словарь,0.8316761546062047,0.38999999999999996
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,без синонимов,0.808094774986571,0.4133333333333334
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,термин в той же обёртке,0.8348083231552362,0.39333333333333337
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,каждое предложение о своём,0.8608887240332154,0.29666666666666663
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,богаче словарь,0.8699986663015603,0.3333333333333333
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,ни одного слова дважды,0.87245308649873,0.33499999999999996
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,редкие синонимы,0.8614254260459986,0.325
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,художественный стиль,0.8875226325777943,0.2683333333333333
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,анафора,0.8003893067593261,0.435
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,поле: значение,0.8435304474145258,0.3516666666666666
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,перемешивание,0.8388956872179754,0.3566666666666667
LLM,coling::019875e1-f507-4de8-a2a7-1f1dffeba025,чужие хапаксы,0.8408793442751615,0.3666666666666667
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,исходный,0.8388100183681689,0.3333333333333333
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,меньше мыслей,0.8491573522564743,0.30833333333333335
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,одна тема,0.8206114041402319,0.40499999999999997
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,термин в той же обёртке,0.8257059268706183,0.375
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,каждое предложение о своём,0.875515431854927,0.2683333333333333
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,богаче словарь,0.8850562382641853,0.26
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,редкие синонимы,0.8484071037489875,0.30833333333333335
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,художественный стиль,0.8958277992012599,0.22666666666666666
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,анафора,0.8299558273939295,0.38166666666666665
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,поле: значение,0.8246402300492189,0.3666666666666667
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,перемешивание,0.856246401535684,0.295
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,чужие хапаксы,0.8590258966101368,0.3016666666666667
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,исходный,0.706841498374966,0.4883333333333333
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,тема вписана,0.7529379744510765,0.425
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,меньше мыслей,0.6184136416474947,0.59
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,одна тема,0.7317118165904803,0.48166666666666663
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,беднее словарь,0.6835460193500414,0.5416666666666666
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,без синонимов,0.7099027156802901,0.5566666666666666
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,каждое предложение о своём,0.7966064947266759,0.365
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,богаче словарь,0.8837157153363533,0.22999999999999998
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,ни одного слова дважды,0.8110163706843364,0.37833333333333335
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,редкие синонимы,0.7569767717296944,0.42333333333333334
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,художественный стиль,0.8793374452484518,0.26666666666666666
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,анафора,0.8100846756993053,0.36833333333333335
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,поле: значение,0.771091297041682,0.44333333333333336
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,перемешивание,0.7242075592825586,0.4883333333333333
LLM,coling::c986a4de-fede-44ef-b275-ef7634245f1b,чужие хапаксы,0.6805725913704092,0.5116666666666667
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,исходный,0.8204349439624415,0.35833333333333334
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,тема вписана,0.8349442197653127,0.335
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,меньше мыслей,0.5780985602085197,0.6333333333333333
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,одна тема,0.802312787805931,0.3633333333333333
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,беднее словарь,0.7757488892207408,0.4183333333333334
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,без синонимов,0.7826915456116185,0.39333333333333337
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,термин в той же обёртке,0.7972709186609582,0.375
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,каждое предложение о своём,0.882754947217447,0.25666666666666665
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,богаче словарь,0.9041617042486614,0.21333333333333335
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,ни одного слова дважды,0.8323930462565415,0.32
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,редкие синонимы,0.8040315711444412,0.35833333333333334
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,художественный стиль,0.8947797339923227,0.23666666666666666
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,анафора,0.7761644891370181,0.4766666666666666
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,поле: значение,0.8306847345229204,0.34833333333333333
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,перемешивание,0.8014034862882471,0.3583333333333334
LLM,coling::c5dd6ecd-4882-4b86-be71-efecfae71001,чужие хапаксы,0.8081823809863895,0.355
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,исходный,0.743523087096329,0.465
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,тема вписана,0.8003923019979308,0.38666666666666666
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,меньше мыслей,0.8247841389852227,0.355
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,одна тема,0.7327859675920121,0.5033333333333333
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,беднее словарь,0.7494985763732175,0.5133333333333333
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,без синонимов,0.7353242937508041,0.5116666666666667
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,термин в той же обёртке,0.7301049745891502,0.49
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,каждое предложение о своём,0.8847728945085566,0.255
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,богаче словарь,0.7747722222714568,0.4283333333333333
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,ни одного слова дважды,0.8672407917417484,0.26666666666666666
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,редкие синонимы,0.7429730215226497,0.4749999999999999
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,художественный стиль,0.8788450597639214,0.28833333333333333
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,анафора,0.8154564264940376,0.395
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,поле: значение,0.8627614133588218,0.31
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,перемешивание,0.7719708620613571,0.4183333333333334
LLM,coling::b53b4239-d0ed-4e79-b84e-c3496abd88eb,чужие хапаксы,0.753424328466724,0.465
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,исходный,0.8028684509624496,0.36166666666666664
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,тема вписана,0.8005964949363067,0.37833333333333335
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,меньше мыслей,0.6988979932898435,0.4916666666666667
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,одна тема,0.829106532625537,0.3416666666666666
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,беднее словарь,0.7783816101618859,0.43
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,без синонимов,0.7313641772867273,0.47333333333333333
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,термин в той же обёртке,0.7724780006994383,0.41333333333333333
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,каждое предложение о своём,0.9059894122538092,0.22
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,богаче словарь,0.923467192847551,0.205
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,ни одного слова дважды,0.8391027110547574,0.3116666666666667
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,редкие синонимы,0.8248590151488443,0.31
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,художественный стиль,0.8677042484937973,0.295
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,анафора,0.7686268724158135,0.4583333333333333
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,поле: значение,0.850690995157823,0.3233333333333333
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,перемешивание,0.7983180931331058,0.3666666666666667
LLM,coling::1eb5e451-a672-4645-8dea-c413ad11c953,чужие хапаксы,0.7914024128328191,0.36999999999999994
LLM,coling::f2d66835-0de6-4a50-b3da-a170f0608965,исходный,0.7419449306373339,0.4716666666666667
LLM,coling::f2d66835-0de6-4a50-b3da-a170f0608965,тема вписана,0.7274377492854676,0.46833333333333327
LLM,coling::f2d66835-0de6-4a50-b3da-a170f0608965,меньше мыслей,0.7082860575976947,0.53
LLM,coling::f2d66835-0de6-4a50-b3da-a170f0608965,одна тема,0.8167345172789178,0.3666666666666667
